T: Index	pval	qval	log2fc	mean	zero_mean	zero_variance
Q2M2I8	0.8570342297461871	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
P00519	0.4349037675708596	0.7679607202216743	-0.5305147166987799	0.5	False	False
P42684	0.64423383892441	0.8392361618381377	0.341036917835067	0.49999999999999994	False	False
Q04771	0.8570342297461871	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
P36896	0.07484293836757595	0.397620456247023	-1.1520030934450503	0.49999999999999994	False	False
Q86TW2	0.8661390043238015	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
Q3MIX3	0.074842938367576	0.397620456247023	-1.1520030934450498	0.5	False	False
P31749	0.13067024670407185	0.4789942177689559	1.1375035237499347	0.49999999999999994	False	False
P31751	0.28070178135707935	0.6632524773351994	-0.7369655941662062	0.5	False	False
Q9Y243	0.0023030403849426855	0.04266580851070548	2.3219280948873626	0.49999999999999994	False	False
Q96QP1	0.07484293836757595	0.397620456247023	-1.1520030934450503	0.49999999999999994	False	False
P10398	0.09438329298157194	0.4068800333348017	-0.943416471633633	0.5	False	False
Q13315	0.09438329298157204	0.4068800333348017	-0.9434164716336323	0.4999999999999999	False	False
Q13535	0.64423383892441	0.8392361618381377	-0.3219280948873623	0.5	False	False
O14965	0.857034229746187	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
Q96GD4	0.28070178135707935	0.6632524773351994	0.8479969065549501	0.5	False	False
P30530	0.24257308296402452	0.6256100273503623	0.8479969065549501	0.5	False	False
O14874	0.6645742849734995	0.8392361618381377	0.341036917835067	0.49999999999999994	False	False
P11274	0.8745587947709154	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
Q9NSY1	0.0023030403849426855	0.04266580851070548	-1.5849625007211563	0.49999999999999994	False	False
O00238	0.4349037675708597	0.7679607202216743	0.5849625007211562	0.49999999999999994	False	False
Q13873	0.8661390043238014	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
P15056	0.20826567871368593	0.5926023747841264	0.8479969065549501	0.5	False	False
P25440	0.3687444879720303	0.7466967299428915	0.5849625007211562	0.49999999999999994	False	False
Q15059	0.01860787130021744	0.18343263956040035	1.84799690655495	0.4999999999999999	False	False
O60885	0.0023030403849426872	0.04266580851070548	-1.5849625007211563	0.49999999999999994	False	False
O43683	0.8854907138539057	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
O60566	0.4349037675708597	0.7679607202216743	0.5849625007211562	0.49999999999999994	False	False
Q8IU85	0.07484293836757595	0.397620456247023	-1.1520030934450503	0.49999999999999994	False	False
Q13557	0.07484293836757593	0.397620456247023	1.4646682670034445	0.5	False	False
Q13555	0.5741823466252859	0.8392361618381377	0.3410369178350672	0.5	False	False
Q96RR4	0.3687444879720303	0.7466967299428915	-0.5305147166987799	0.4999999999999999	False	False
O14936	0.4349037675708597	0.7679607202216743	0.5849625007211562	0.49999999999999994	False	False
Q5VT25	0.4014415934910797	0.7542714617812724	-0.5305147166987797	0.49999999999999994	False	False
Q9Y5S2	0.01860787130021744	0.18343263956040035	-1.3649968167792481	0.5	False	False
Q15131	0.64423383892441	0.8392361618381377	-0.3219280948873623	0.5	False	False
P24941	0.2807017813570793	0.6632524773351994	0.8479969065549501	0.5	False	False
Q00526	0.698465652158434	0.8631412803268979	0.341036917835067	0.49999999999999994	False	False
P11802	0.5741823466252862	0.8392361618381377	0.341036917835067	0.49999999999999994	False	False
Q00535	0.43490376757085963	0.7679607202216743	-0.5305147166987801	0.49999999999999994	False	False
Q00534	0.09438329298157219	0.4068800333348017	-0.943416471633632	0.49999999999999994	False	False
P50613	0.6984656521584336	0.8631412803268979	0.3410369178350672	0.5	False	False
P49336	0.36874448797203047	0.7466967299428915	0.5849625007211562	0.49999999999999994	False	False
P50750	0.6095456242877784	0.8392361618381377	0.3410369178350672	0.5	False	False
O76039	0.5741823466252859	0.8392361618381377	0.3410369178350672	0.5	False	False
O14757	0.6095456242877788	0.8392361618381377	0.341036917835067	0.49999999999999994	False	False
O96017	0.8661390043238015	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
O15111	0.698465652158434	0.8631412803268979	-0.3219280948873623	0.5	False	False
O14578	0.24257308296402452	0.6256100273503623	0.8479969065549501	0.5	False	False
P49759	0.018607871300217425	0.18343263956040035	1.8479969065549502	0.5	False	False
P49760	0.1882650671428899	0.5926023747841264	1.1375035237499351	0.4999999999999999	False	False
P49761	0.2425730829640245	0.6256100273503623	-0.7369655941662066	0.49999999999999994	False	False
Q9HAZ1	0.18826506714288976	0.5926023747841264	1.1375035237499354	0.5	False	False
P41240	0.24257308296402452	0.6256100273503623	0.8479969065549501	0.5	False	False
P48729	0.8661390043238012	0.8956697138447341	-0.10893437155316413	0.5	False	False
P48730	0.28070178135707935	0.6632524773351994	0.8479969065549501	0.5	False	False
P49674	0.874558794770915	0.8956697138447341	-0.10893437155316413	0.5	False	False
Q9HCP0	0.0023030403849426855	0.04266580851070548	2.3219280948873626	0.49999999999999994	False	False
Q9Y6M4	0.5741823466252862	0.8392361618381377	-0.3219280948873623	0.5	False	False
P68400	0.0023030403849426855	0.04266580851070548	2.3219280948873626	0.49999999999999994	False	False
P19784	0.5408973336263686	0.8392361618381377	-0.5305147166987799	0.5	False	False
P53355	0.8745587947709155	0.8956697138447341	0.11103131238874356	0.5	False	False
O43293	0.24257308296402452	0.6256100273503623	0.8479969065549501	0.5	False	False
Q08345	0.8745587947709152	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
Q13627	0.35081740427486485	0.7466967299428915	0.8479969065549501	0.5	False	False
O00418	0.4014415934910797	0.7542714617812724	-0.5305147166987797	0.49999999999999994	False	False
P00533	0.13067024670407185	0.4789942177689559	1.1375035237499347	0.49999999999999994	False	False
Q9BQI3	0.13067024670407168	0.4789942177689559	-0.943416471633633	0.5	False	False
P19525	0.40144159349107966	0.7542714617812724	0.5849625007211562	0.49999999999999994	False	False
Q9NZJ5	0.8661390043238014	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
Q9P2K8	0.18826506714288974	0.5926023747841264	-0.943416471633633	0.5	False	False
P29317	0.0023030403849426855	0.04266580851070548	2.3219280948873626	0.49999999999999994	False	False
P29323	0.6645742849734995	0.8392361618381377	-0.3219280948873623	0.5	False	False
P54760	0.8886965394062193	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
P04626	0.8945235566957936	0.8956697138447341	0.11103131238874323	0.4999999999999999	False	False
P21860	0.09438329298157219	0.4068800333348017	-0.9434164716336323	0.4999999999999999	False	False
O75460	0.64423383892441	0.8392361618381377	-0.3219280948873623	0.5	False	False
Q14296	0.018607871300217425	0.18343263956040035	1.8479969065549502	0.5	False	False
P16591	0.5741823466252862	0.8392361618381377	0.341036917835067	0.49999999999999994	False	False
P11362	0.07484293836757595	0.397620456247023	-1.1520030934450503	0.49999999999999994	False	False
P21802	0.5408973336263686	0.8392361618381377	0.5849625007211562	0.49999999999999994	False	False
P22455	0.6095456242877784	0.8392361618381377	0.3410369178350672	0.5	False	False
P42685	0.074842938367576	0.397620456247023	1.4646682670034445	0.4999999999999999	False	False
O14976	0.64423383892441	0.8392361618381377	0.341036917835067	0.49999999999999994	False	False
P34947	0.07484293836757593	0.397620456247023	1.4646682670034445	0.5	False	False
P43250	0.8745587947709152	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
P49840	0.35081740427486463	0.7466967299428915	-0.7369655941662062	0.5	False	False
P49841	0.8745587947709155	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
Q9UJY1	0.5741823466252862	0.8392361618381377	-0.3219280948873623	0.5	False	False
P08069	0.13067024670407174	0.4789942177689559	1.137503523749935	0.5	False	False
O14920	0.8886965394062196	0.8956697138447341	-0.10893437155316366	0.5	False	False
Q13418	0.13067024670407176	0.4789942177689559	1.137503523749935	0.5	False	False
P06213	0.857034229746187	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
P51617	0.8745587947709154	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
Q9NWZ3	0.0023030403849426855	0.04266580851070548	-1.5849625007211563	0.49999999999999994	False	False
P23458	0.8886965394062192	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
Q8IVT5	0.13067024670407168	0.4789942177689559	-0.943416471633633	0.5	False	False
O95835	0.8745587947709152	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
P53667	0.20826567871368593	0.5926023747841264	-0.7369655941662059	0.5	False	False
P53671	0.8745587947709155	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
Q8IWU2	0.18826506714288974	0.5926023747841264	-0.943416471633633	0.5	False	False
Q5S007	0.35081740427486485	0.7466967299428915	0.8479969065549501	0.5	False	False
P07948	0.8570342297461871	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
Q02750	0.04632025185671823	0.3157564511977402	1.4646682670034445	0.5	False	False
P36507	0.8854907138539057	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
P46734	0.6645742849734995	0.8392361618381377	-0.3219280948873623	0.5	False	False
P45985	0.43490376757085963	0.7679607202216743	-0.5305147166987801	0.49999999999999994	False	False
Q13163	0.40144159349107966	0.7542714617812724	0.5849625007211562	0.49999999999999994	False	False
P52564	0.0023030403849426855	0.04266580851070548	2.3219280948873626	0.49999999999999994	False	False
O14733	0.18826506714288974	0.5926023747841264	-0.943416471633633	0.5	False	False
Q13233	0.6095456242877784	0.8392361618381377	0.3410369178350672	0.5	False	False
Q9Y2U5	0.874558794770915	0.8956697138447341	-0.10893437155316413	0.5	False	False
Q9Y6R4	0.09438329298157219	0.4068800333348017	-0.943416471633632	0.49999999999999994	False	False
Q99683	0.8945235566957933	0.8956697138447341	0.11103131238874356	0.5	False	False
O95382	0.20826567871368593	0.5926023747841264	-0.7369655941662062	0.5	False	False
O43318	0.6095456242877788	0.8392361618381377	0.341036917835067	0.49999999999999994	False	False
Q12851	0.8661390043238015	0.8956697138447341	-0.10893437155316398	0.49999999999999994	False	False
Q8IVH8	0.18826506714288976	0.5926023747841264	1.1375035237499354	0.5	False	False
O95819	0.8745587947709155	0.8956697138447341	0.11103131238874356	0.5	False	False
Q9Y4K4	0.40144159349107966	0.7542714617812724	0.5849625007211562	0.49999999999999994	False	False
P28482	0.018607871300217425	0.18343263956040035	1.8479969065549502	0.5	False	False
Q16539	0.13067024670407168	0.4789942177689559	-0.943416471633633	0.5	False	False
P27361	0.5741823466252862	0.8392361618381377	-0.3219280948873623	0.5	False	False
Q16659	0.8886965394062194	0.8956697138447341	0.11103131238874356	0.5	False	False
Q13164	0.018607871300217425	0.18343263956040035	1.8479969065549502	0.5	False	False
P45983	0.8854907138539057	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
P45984	0.28070178135707935	0.6632524773351994	-0.7369655941662062	0.5	False	False
P49137	0.6442338389244096	0.8392361618381377	-0.3219280948873626	0.5	False	False
Q16644	0.07484293836757593	0.397620456247023	1.4646682670034445	0.5	False	False
Q8IW41	0.8886965394062192	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
Q9P0L2	0.43490376757085975	0.7679607202216743	-0.5305147166987797	0.49999999999999994	False	False
Q7KZI7	0.6442338389244098	0.8392361618381377	0.3410369178350672	0.5	False	False
P27448	0.074842938367576	0.397620456247023	1.4646682670034445	0.4999999999999999	False	False
Q6P0Q8	0.13067024670407185	0.4789942177689559	1.1375035237499347	0.49999999999999994	False	False
O60307	0.2807017813570795	0.6632524773351994	0.8479969065549497	0.4999999999999999	False	False
Q96GX5	0.5741823466252862	0.8392361618381377	-0.3219280948873623	0.5	False	False
Q14680	0.01860787130021744	0.18343263956040035	1.84799690655495	0.4999999999999999	False	False
P08581	0.6442338389244098	0.8392361618381377	0.3410369178350672	0.5	False	False
Q8N4C8	0.04632025185671829	0.3157564511977402	-1.1520030934450503	0.49999999999999994	False	False
Q9BUB5	0.2807017813570794	0.6632524773351994	0.8479969065549497	0.4999999999999999	False	False
Q9HBH9	0.4046875890418303	0.760038128775087	0.4861071544508202	0.49273755121146523	False	False
Q8NB16	0.698465652158434	0.8631412803268979	0.341036917835067	0.49999999999999994	False	False
Q04912	0.01860787130021744	0.18343263956040035	1.84799690655495	0.4999999999999999	False	False
Q15746	0.1882650671428899	0.5926023747841264	1.1375035237499351	0.4999999999999999	False	False
Q96PY6	0.4014415934910797	0.7542714617812724	-0.5305147166987797	0.49999999999999994	False	False
P51955	0.5408973336263686	0.8392361618381377	-0.5305147166987799	0.5	False	False
P51956	0.0023030403849426855	0.04266580851070548	2.3219280948873626	0.5	False	False
P51957	0.4349037675708597	0.7679607202216743	0.5849625007211562	0.49999999999999994	False	False
Q9HC98	0.01860787130021744	0.18343263956040035	-1.3649968167792483	0.49999999999999994	False	False
Q8TDX7	0.5741823466252862	0.8392361618381377	-0.3219280948873623	0.5	False	False
Q8TD19	0.0023030403849426855	0.04266580851070548	-1.5849625007211563	0.49999999999999994	False	False
Q9UHY1	0.6645742849734995	0.8392361618381377	-0.3219280948873623	0.5	False	False
Q9NSY0	0.28070178135707935	0.6632524773351994	-0.7369655941662062	0.5	False	False
Q16288	0.5741823466252862	0.8392361618381377	0.341036917835067	0.49999999999999994	False	False
Q9H093	0.04632025185671823	0.3157564511977402	1.4646682670034445	0.5	False	False
O95747	0.6442338389244098	0.8392361618381377	0.3410369178350672	0.5	False	False
Q13153	0.07484293836757595	0.397620456247023	-1.1520030934450503	0.49999999999999994	False	False
Q13177	0.6442338389244098	0.8392361618381377	0.3410369178350672	0.5	False	False
O96013	0.6095456242877784	0.8392361618381377	0.3410369178350672	0.5	False	False
Q96RG2	0.5741823466252862	0.8392361618381377	-0.3219280948873623	0.5	False	False
Q96KB5	0.4804293149494792	0.8103945037884076	0.5849625007211562	0.49999999999999994	False	False
Q15118	0.5741823466252862	0.8392361618381377	-0.3219280948873623	0.5	False	False
Q15119	0.09438329298157204	0.4068800333348017	-0.9434164716336326	0.5	False	False
Q15120	0.48042931494947944	0.8103945037884076	-0.5305147166987797	0.49999999999999994	False	False
Q16654	0.4014415934910797	0.7542714617812724	-0.5305147166987797	0.49999999999999994	False	False
O15530	0.64423383892441	0.8392361618381377	-0.3219280948873623	0.5	False	False
P15735	0.09438329298157194	0.4068800333348017	1.1375035237499354	0.5	False	False
Q99570	0.8854907138539057	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
Q99640	0.8745587947709155	0.8956697138447341	0.11103131238874356	0.5	False	False
Q16512	0.857034229746187	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
Q16513	0.8745587947709152	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
P53350	0.64423383892441	0.8392361618381377	0.341036917835067	0.49999999999999994	False	False
Q13131	0.24257308296402452	0.6256100273503623	-0.7369655941662062	0.5	False	False
P54646	0.4014415934910797	0.7542714617812724	-0.5305147166987797	0.49999999999999994	False	False
P17612	0.8745587947709157	0.8956697138447341	-0.10893437155316366	0.5	False	False
P22694	0.8945235566957928	0.8956697138447341	-0.1089343715531643	0.49999999999999994	False	False
P17252	0.1882650671428899	0.5926023747841264	1.1375035237499351	0.4999999999999999	False	False
Q05655	0.8661390043238012	0.8956697138447341	-0.10893437155316413	0.5	False	False
P41743	0.8745587947709156	0.8956697138447341	0.11103131238874356	0.5	False	False
Q04759	0.1882650671428899	0.5926023747841264	1.1375035237499351	0.4999999999999999	False	False
Q05513	0.2807017813570793	0.6632524773351994	0.8479969065549501	0.5	False	False
Q15139	0.18826506714288974	0.5926023747841264	-0.943416471633633	0.5	False	False
Q9BZL6	0.4804293149494794	0.8103945037884076	0.5849625007211562	0.49999999999999994	False	False
O94806	0.857034229746187	0.8956697138447341	0.11103131238874388	0.49999999999999994	False	False
P78527	0.13067024670407168	0.4789942177689559	-0.943416471633633	0.49999999999999994	False	False
P51817	0.0023030403849426855	0.04266580851070548	-1.5849625007211563	0.49999999999999994	False	False
